modal,verb,obs,exp,ratio,odds_ratio,p,signed_log10p,G2,genre
would,serve,3,4.44,0.68,0.595,0.5751441532525097,-0.24,0.71,press_conf
would,show,8,9.76,0.82,0.761,0.5716122467444338,-0.24,0.47,press_conf
would,be+happy,6,7.99,0.75,0.68,0.5277837510633201,-0.28,0.74,press_conf
would,weigh,5,6.8,0.73,0.661,0.49857002573555187,-0.3,0.72,press_conf
would,be+effect,4,5.92,0.68,0.595,0.46497926533310224,-0.33,0.95,press_conf
would,change,18,21.59,0.83,0.778,0.4402821772656589,-0.36,0.89,press_conf
would,assume,3,5.03,0.6,0.51,0.4254114359197517,-0.37,1.29,press_conf
would,benefit,3,5.03,0.6,0.51,0.4254114359197517,-0.37,1.29,press_conf
would,pick,3,5.03,0.6,0.51,0.4254114359197517,-0.37,1.29,press_conf
would,warrant,9,12.13,0.74,0.669,0.39102110766171805,-0.41,1.22,press_conf
would,support,12,15.38,0.78,0.713,0.3621067897773117,-0.44,1.11,press_conf
would,stay,4,6.21,0.64,0.56,0.34748035575708613,-0.46,1.22,press_conf
would,be+persistent,3,5.32,0.56,0.476,0.3055975997423379,-0.51,1.61,press_conf
would,be+time,3,5.32,0.56,0.476,0.3055975997423379,-0.51,1.61,press_conf
would,reach,4,6.8,0.59,0.501,0.255856321410594,-0.59,1.82,press_conf
would,reduce,4,6.8,0.59,0.501,0.255856321410594,-0.59,1.82,press_conf
would,leave,6,9.47,0.63,0.549,0.2438700714404384,-0.61,1.97,press_conf
would,be+appropriate,44,52.66,0.84,0.779,0.16049293013312319,-0.79,2.12,press_conf
would,act,3,6.51,0.46,0.375,0.1577051981449092,-0.8,3.11,press_conf
would,assess,3,6.21,0.48,0.396,0.15375990093986788,-0.81,2.71,press_conf
would,pay,3,6.8,0.44,0.357,0.1079507656002688,-0.97,3.53,press_conf
would,take,85,99.39,0.86,0.802,0.0898552250895752,-1.05,3.13,press_conf
would,affect,20,28.1,0.71,0.633,0.07128633826808477,-1.15,3.57,press_conf
would,depend,19,27.22,0.7,0.618,0.06627980945201797,-1.18,3.8,press_conf
would,be+able,10,17.45,0.57,0.484,0.032155844246792624,-1.49,5.05,press_conf
would,try,5,10.95,0.46,0.371,0.030607844499625843,-1.51,5.33,press_conf
would,address,3,8.58,0.35,0.274,0.02362547501828538,-1.63,6.27,press_conf
would,ask,8,15.68,0.51,0.422,0.022651144543498564,-1.64,6.09,press_conf
would,keep,8,15.97,0.5,0.413,0.016319678404840762,-1.79,6.47,press_conf
would,begin,5,12.13,0.41,0.33,0.01520758280811762,-1.82,7.05,press_conf
would,explain,7,16.27,0.43,0.346,0.004611145004299749,-2.34,8.82,press_conf
would,make,37,54.73,0.68,0.591,0.0034319434625596367,-2.46,8.91,press_conf
would,use,13,25.44,0.51,0.422,0.002789574343618038,-2.55,9.88,press_conf
would,provide,6,15.97,0.38,0.296,0.002397343813992648,-2.62,10.65,press_conf
would,move,25,41.12,0.61,0.519,0.001989696208526595,-2.7,9.97,press_conf
would,remain,5,15.38,0.33,0.252,0.0011146516482569077,-2.95,12.27,press_conf
would,have,109,146.13,0.75,0.665,0.00015874481951639945,-3.8,14.7,press_conf
would,happen,21,40.53,0.52,0.428,0.0001457716974284408,-3.84,15.29,press_conf
would,know,12,28.4,0.42,0.338,0.00011122055614167649,-3.95,15.91,press_conf
would,help,14,31.36,0.45,0.36,0.0001003387125824243,-4.0,16.0,press_conf
would,get,21,42.6,0.49,0.403,3.116094890920041e-05,-4.51,17.97,press_conf
would,give,17,43.49,0.39,0.308,2.4158660366587917e-07,-6.62,27.56,press_conf
would,tell,11,36.09,0.3,0.234,6.435369414265779e-08,-7.19,30.97,press_conf
would,talk,6,31.95,0.19,0.139,8.189572078077135e-10,-9.09,40.06,press_conf
would,follow,7,33.72,0.21,0.154,6.894164394782231e-10,-9.16,39.74,press_conf
would,go,29,69.81,0.42,0.329,3.296650911538254e-10,-9.48,40.58,press_conf
would,come,13,45.85,0.28,0.215,1.311549295596005e-10,-9.88,42.35,press_conf
would,see,51,123.36,0.41,0.323,2.3395831816493872e-17,-16.63,73.1,press_conf
would,do,57,134.89,0.42,0.33,2.229248713003704e-18,-17.65,77.38,press_conf
would,continue,7,87.56,0.08,0.056,3.6727578409448163e-35,-34.44,155.91,press_conf
can,find,17,4.4,3.87,8.979,5.4090307194526124e-08,7.27,30.01,speech
can,see,14,4.07,3.44,6.684,6.12265613798054e-06,5.21,20.65,speech
can,everything,6,0.98,6.14,inf,1.8222794583005576e-05,4.74,21.83,speech
can,do,22,9.44,2.33,3.228,8.181204747739911e-05,4.09,16.01,speech
can,be+sure,6,1.14,5.26,31.168,0.00010991452533828298,3.96,16.44,speech
can,say,9,2.44,3.69,7.82,0.00015008623098144983,3.82,14.71,speech
can,improve,10,3.09,3.23,5.797,0.00027600969374520545,3.56,13.32,speech
can,succeed,6,1.3,4.61,15.579,0.00037902975510502226,3.42,13.54,speech
can,estimate,5,0.98,5.12,25.928,0.0005853831291664442,3.23,13.13,speech
can,be+difficult,6,1.47,4.09,10.382,0.0009807895601050133,3.01,11.43,speech
can,learn,7,1.95,3.58,7.276,0.0010936941528426143,2.96,10.94,speech
can,sustain,7,1.95,3.58,7.276,0.0010936941528426143,2.96,10.94,speech
can,help,24,12.86,1.87,2.298,0.0016776878688291611,2.78,9.92,speech
can,maintain,5,1.14,4.39,12.959,0.0017740546387368466,2.75,10.52,speech
can,all,4,0.81,4.91,20.705,0.0030319080880176963,2.52,9.89,speech
can,account,3,0.49,6.14,inf,0.004297219426364904,2.37,10.9,speech
can,attribute,3,0.49,6.14,inf,0.004297219426364904,2.37,10.9,speech
can,avoid,3,0.49,6.14,inf,0.004297219426364904,2.37,10.9,speech
can,be+certain,3,0.49,6.14,inf,0.004297219426364904,2.37,10.9,speech
can,generate,3,0.49,6.14,inf,0.004297219426364904,2.37,10.9,speech
can,think,5,1.47,3.41,6.475,0.007996979300645983,2.1,7.23,speech
can,explain,7,2.77,2.53,3.632,0.012749738601303422,1.89,5.97,speech
can,identify,3,0.65,4.61,15.502,0.015099134011816409,1.82,6.76,speech
can,recall,3,0.65,4.61,15.502,0.015099134011816409,1.82,6.76,speech
can,be+costly,4,1.14,3.51,6.897,0.01612616249503133,1.79,6.04,speech
can,deliver,4,1.14,3.51,6.897,0.01612616249503133,1.79,6.04,speech
can,measure,4,1.14,3.51,6.897,0.01612616249503133,1.79,6.04,speech
can,vary,4,1.3,3.07,5.171,0.02815322887860612,1.55,4.87,speech
can,lead,9,4.72,1.91,2.335,0.04118842952847933,1.39,3.9,speech
can,make,11,6.19,1.78,2.116,0.04449343602893215,1.35,3.85,speech
can,achieve,5,2.12,2.36,3.233,0.04651341722673407,1.33,3.69,speech
can,influence,5,2.12,2.36,3.233,0.04651341722673407,1.33,3.69,speech
can,pose,5,2.12,2.36,3.233,0.04651341722673407,1.33,3.69,speech
can,afford,3,0.98,3.07,5.164,0.058474987789308756,1.23,3.65,speech
can,know,4,1.79,2.23,2.952,0.08880344471333648,1.05,2.6,speech
can,amplify,3,1.14,2.63,3.871,0.09023660676001677,1.04,2.76,speech
can,tell,3,1.14,2.63,3.871,0.09023660676001677,1.04,2.76,speech
can,provide,7,3.91,1.79,2.131,0.09555802122216861,1.02,2.5,speech
can,be+effective,3,1.47,2.05,2.579,0.16909083596280766,0.77,1.57,speech
can,enhance,3,1.47,2.05,2.579,0.16909083596280766,0.77,1.57,speech
can,promote,3,1.47,2.05,2.579,0.16909083596280766,0.77,1.57,speech
can,cause,3,1.63,1.84,2.21,0.2138961459047302,0.67,1.17,speech
can,support,5,3.09,1.62,1.844,0.21895997549553997,0.66,1.23,speech
can,work,4,2.12,1.89,2.294,0.24677000744614097,0.61,1.68,speech
can,change,5,3.58,1.4,1.517,0.38684513511866403,0.41,0.62,speech
can,serve,3,1.95,1.54,1.718,0.4269249468328381,0.37,0.6,speech
can,go,3,2.28,1.32,1.404,0.48750204181342116,0.31,0.25,speech
can,contribute,4,2.77,1.45,1.586,0.5044775738357204,0.3,0.59,speech
can,hold,4,3.09,1.29,1.374,0.5347025145417812,0.27,0.3,speech
can,affect,6,4.88,1.23,1.288,0.6171723684628643,0.21,0.29,speech
can,take,10,9.12,1.1,1.12,0.7158962339101036,0.15,0.1,speech
can,become,3,2.77,1.08,1.102,0.7489307214752855,0.13,0.02,speech
can,benefit,3,2.61,1.15,1.188,0.7353294928947403,0.13,0.07,speech
can,result,3,2.61,1.15,1.188,0.7353294928947403,0.13,0.07,speech
can,use,6,5.7,1.05,1.065,0.8195988945419282,0.09,0.02,speech
can,be,3,2.93,1.02,1.029,1.0,-0.0,0.0,speech
can,play,3,3.09,0.97,0.964,1.0,0.0,0.0,speech
can,reduce,3,2.93,1.02,1.029,1.0,-0.0,0.0,speech
can,come,3,3.91,0.77,0.733,0.7856654574418859,-0.1,0.27,speech
can,require,3,6.35,0.47,0.425,0.18982381803677423,-0.72,2.56,speech
can,have,3,11.4,0.26,0.226,0.0029913162581804787,-2.52,10.09,speech
can,continue,6,17.58,0.34,0.295,0.0012708035158614512,-2.9,11.98,speech
could,prove,7,1.54,4.54,8.216,0.00031968811870850726,3.5,13.21,speech
could,exacerbate,4,0.55,7.27,32.67,0.0006605490506463148,3.18,12.92,speech
could,misspecifie,3,0.33,9.09,inf,0.0013241694334784743,2.88,13.26,speech
could,bring,6,1.54,3.89,6.144,0.0023744208816429773,2.62,9.28,speech
could,risk,5,1.32,3.79,5.838,0.006463440420859892,2.19,7.44,speech
could,have,15,7.7,1.95,2.254,0.010353490185324346,1.98,6.45,speech
could,lead,8,3.19,2.51,3.124,0.010688131767128769,1.97,6.11,speech
could,spur,3,0.55,5.45,12.215,0.011165346587106672,1.95,6.99,speech
could,afford,3,0.66,4.54,8.141,0.020521275632286527,1.69,5.64,speech
could,emerge,3,0.66,4.54,8.141,0.020521275632286527,1.69,5.64,speech
could,encourage,3,0.66,4.54,8.141,0.020521275632286527,1.69,5.64,speech
could,increase,5,1.87,2.67,3.4,0.03180390947847634,1.5,4.3,speech
could,push,4,1.43,2.8,3.621,0.0461305932668166,1.34,3.72,speech
could,raise,4,1.43,2.8,3.621,0.0461305932668166,1.34,3.72,speech
could,be+higher,3,0.88,3.41,4.881,0.04860318244411948,1.31,3.83,speech
could,help,14,8.7,1.61,1.769,0.066583870203219,1.18,3.22,speech
could,apply,3,0.99,3.03,4.067,0.06710656872541007,1.17,3.19,speech
could,enhance,3,0.99,3.03,4.067,0.06710656872541007,1.17,3.19,speech
could,call,3,1.1,2.73,3.485,0.08829183517954635,1.05,2.67,speech
could,cause,3,1.1,2.73,3.485,0.08829183517954635,1.05,2.67,speech
could,put,4,1.76,2.27,2.713,0.0903584024519098,1.04,2.47,speech
could,sustain,3,1.32,2.27,2.708,0.13753711676816907,0.86,1.85,speech
could,allow,3,1.43,2.1,2.437,0.16495907381857486,0.78,1.53,speech
could,pose,3,1.43,2.1,2.437,0.16495907381857486,0.78,1.53,speech
could,provide,5,2.64,1.89,2.143,0.17626294271538026,0.75,1.95,speech
could,reflect,5,2.75,1.82,2.035,0.18622300192256944,0.73,1.73,speech
could,see,5,2.75,1.82,2.035,0.18622300192256944,0.73,1.73,speech
could,go,3,1.54,1.95,2.215,0.19381441567707403,0.71,1.26,speech
could,turn,5,2.97,1.68,1.849,0.21120854112367674,0.68,1.33,speech
could,do,9,6.38,1.41,1.497,0.2860099452066631,0.54,1.11,speech
could,come,4,2.64,1.51,1.624,0.32801204050166904,0.48,0.7,speech
could,result,3,1.76,1.7,1.873,0.4087081199697111,0.39,0.83,speech
could,become,3,1.87,1.6,1.738,0.42299548782882335,0.37,0.66,speech
could,warrant,3,1.87,1.6,1.738,0.42299548782882335,0.37,0.66,speech
could,reduce,3,1.98,1.51,1.622,0.43944353062428104,0.36,0.52,speech
could,play,3,2.09,1.43,1.52,0.4576122221107917,0.34,0.4,speech
could,affect,4,3.3,1.21,1.246,0.5654080025129548,0.25,0.16,speech
could,find,3,2.97,1.01,1.011,1.0,-0.0,0.0,speech
could,remain,3,3.96,0.76,0.733,0.7918042643822918,-0.1,0.29,speech
could,require,3,4.29,0.7,0.671,0.7951177676855439,-0.1,0.49,speech
could,continue,4,11.89,0.34,0.304,0.011396439722211984,-1.94,7.88,speech
may,use,19,4.38,4.34,8.629,2.9344809776977287e-09,8.53,35.55,speech
may,contribute,11,2.13,5.17,13.116,6.422691028454806e-07,6.19,25.45,speech
may,reflect,13,3.13,4.15,7.772,1.9545635078335276e-06,5.71,22.88,speech
may,hold,9,2.38,3.78,6.4,0.00020199506157118525,3.69,13.91,speech
may,play,8,2.38,3.36,5.158,0.0012143290147783627,2.92,10.41,speech
may,affect,10,3.76,2.66,3.552,0.0024898609824589467,2.6,8.82,speech
may,understate,3,0.5,5.99,21.103,0.007071270917475708,2.15,8.25,speech
may,influence,5,1.63,3.07,4.407,0.01637957949267821,1.79,5.63,speech
may,appear,3,0.75,3.99,7.03,0.02912532290580501,1.54,4.97,speech
may,know,4,1.38,2.9,4.021,0.0388961782584244,1.41,4.09,speech
may,be+able,5,2.0,2.5,3.202,0.04050786540909322,1.39,3.87,speech
may,want,3,0.88,3.42,5.271,0.04630974375681517,1.33,3.99,speech
may,change,6,2.75,2.18,2.643,0.0480528960290363,1.32,3.46,speech
may,warrant,5,2.13,2.35,2.934,0.05168517483444067,1.29,3.41,speech
may,evolve,4,1.5,2.66,3.517,0.05273883660253754,1.28,3.5,speech
may,ask,3,1.13,2.66,3.511,0.09195343573642945,1.04,2.62,speech
may,come,6,3.0,2.0,2.348,0.10993100048218782,0.96,2.78,speech
may,serve,3,1.5,2.0,2.339,0.18227563945570616,0.74,1.39,speech
may,push,3,1.63,1.84,2.104,0.21628877936367538,0.66,1.1,speech
may,lead,5,3.63,1.38,1.461,0.39923852232899715,0.4,0.54,speech
may,face,3,1.88,1.6,1.752,0.42133706635424506,0.38,0.67,speech
may,look,3,1.88,1.6,1.752,0.42133706635424506,0.38,0.67,speech
may,put,3,2.0,1.5,1.617,0.44077092880980695,0.36,0.51,speech
may,increase,3,2.13,1.41,1.501,0.46232196603248593,0.34,0.37,speech
may,require,6,4.88,1.23,1.274,0.6234142380899903,0.21,0.28,speech
may,be+appropriate,6,5.26,1.14,1.167,0.6423349768209955,0.19,0.12,speech
may,help,11,9.89,1.11,1.134,0.7298971684456275,0.14,0.14,speech
may,have,9,8.76,1.03,1.032,0.8561384919963511,0.07,0.01,speech
may,need,7,6.88,1.02,1.019,1.0,-0.0,0.0,speech
may,provide,3,3.0,1.0,0.998,1.0,0.0,0.0,speech
may,take,4,7.01,0.57,0.533,0.306864448375908,-0.51,1.74,speech
may,do,3,7.26,0.41,0.377,0.10746213157537421,-0.97,3.61,speech
may,continue,3,13.52,0.22,0.194,0.0005711823720961223,-3.24,13.43,speech
should,note,6,0.91,6.59,11.051,0.0001364973655671603,3.86,14.88,speech
should,consider,7,1.5,4.68,6.46,0.0004466202419086301,3.35,12.29,speech
should,understand,3,0.26,11.54,43.707,0.0010333744751820793,2.99,12.07,speech
should,adjust,4,0.85,4.73,6.488,0.007799408781536417,2.11,7.07,speech
should,decline,4,0.91,4.39,5.838,0.010371277849607794,1.98,6.5,speech
should,expand,3,0.59,5.13,7.273,0.01699627762080555,1.77,5.78,speech
should,support,4,1.24,3.24,3.886,0.031103245157412737,1.51,4.36,speech
should,serve,3,0.78,3.85,4.844,0.03852115416219079,1.41,4.14,speech
should,keep,3,0.98,3.08,3.63,0.06905197877306156,1.16,3.02,speech
should,look,3,0.98,3.08,3.63,0.06905197877306156,1.16,3.02,speech
should,take,7,3.64,1.92,2.088,0.09083424086014086,1.04,2.71,speech
should,be,3,1.17,2.56,2.901,0.1075109256200418,0.97,2.21,speech
should,begin,3,1.37,2.2,2.416,0.15238583398199415,0.82,1.61,speech
should,rise,3,1.56,1.92,2.069,0.20201774381140036,0.69,1.15,speech
should,make,4,2.47,1.62,1.704,0.30813731606171346,0.51,0.87,speech
should,move,3,2.15,1.4,1.444,0.47161603497335125,0.33,0.33,speech
should,have,4,4.55,0.88,0.869,1.0,0.0,0.08,speech
should,continue,6,7.02,0.85,0.842,0.8435143886637166,-0.07,0.17,speech
should,help,3,5.14,0.58,0.562,0.4856058004049391,-0.31,1.13,speech
will,discuss,55,19.24,2.86,inf,3.683564404509953e-26,25.43,117.16,speech
will,continue,81,37.79,2.14,5.898,1.265818537278983e-17,16.9,74.35,speech
will,focus,19,7.7,2.47,11.938,9.181984132934443e-07,6.04,25.13,speech
will,need,37,19.24,1.92,3.907,1.1028999183414267e-06,5.96,24.07,speech
will,turn,21,9.45,2.22,6.6,6.351159906995739e-06,5.2,20.84,speech
will,review,8,2.8,2.86,inf,0.00022121239887495686,3.66,16.84,speech
will,address,11,4.55,2.42,10.303,0.00033845222857590364,3.47,13.72,speech
will,conclude,9,3.5,2.57,16.84,0.0005291590935596769,3.28,13.3,speech
will,remain,23,12.6,1.83,3.331,0.0005901677627273023,3.23,12.55,speech
will,monitor,7,2.45,2.86,inf,0.000634625734477335,3.2,14.73,speech
will,publish,7,2.45,2.86,inf,0.000634625734477335,3.2,14.73,speech
will,depend,15,7.35,2.04,4.691,0.0008203789301821616,3.09,11.62,speech
will,assess,10,4.2,2.38,9.359,0.0008290881062680961,3.08,11.96,speech
will,grow,11,4.9,2.25,6.866,0.0010789931769605802,2.97,11.19,speech
will,explore,8,3.15,2.54,14.957,0.0013743744896092275,2.86,11.41,speech
will,determine,4,1.4,2.86,inf,0.014936634089294942,1.83,8.41,speech
will,highlight,4,1.4,2.86,inf,0.014936634089294942,1.83,8.41,speech
will,speak,4,1.4,2.86,inf,0.014936634089294942,1.83,8.41,speech
will,summarize,4,1.4,2.86,inf,0.014936634089294942,1.83,8.41,speech
will,begin,13,7.35,1.77,3.041,0.0190250339948791,1.72,6.32,speech
will,describe,8,3.85,2.08,4.981,0.02079230115581894,1.68,6.52,speech
will,hear,5,2.1,2.38,9.325,0.022190519982299366,1.65,5.97,speech
will,take,28,19.59,1.43,1.878,0.023064075834765566,1.64,5.38,speech
will,offer,6,2.8,2.14,5.597,0.0251343600103598,1.6,5.34,speech
will,move,18,11.55,1.56,2.248,0.026166860988027424,1.58,5.3,speech
will,evolve,8,4.2,1.91,3.734,0.030889147288817368,1.51,4.99,speech
will,act,7,3.5,2.0,4.355,0.03919416929140014,1.41,5.08,speech
will,inform,7,3.5,2.0,4.355,0.03919416929140014,1.41,5.08,speech
will,devote,3,1.05,2.86,inf,0.042759776020334546,1.37,6.31,speech
will,release,3,1.05,2.86,inf,0.042759776020334546,1.37,6.31,speech
will,report,3,1.05,2.86,inf,0.042759776020334546,1.37,6.31,speech
will,will,3,1.05,2.86,inf,0.042759776020334546,1.37,6.31,speech
will,be+appropriate,21,14.69,1.43,1.873,0.04992557412623153,1.3,4.02,speech
will,argue,4,1.75,2.29,7.454,0.05382390297150159,1.27,4.27,speech
will,be+news,4,1.75,2.29,7.454,0.05382390297150159,1.27,4.27,speech
will,present,4,1.75,2.29,7.454,0.05382390297150159,1.27,4.27,speech
will,settle,5,2.45,2.04,4.66,0.05534187164964668,1.26,3.86,speech
will,return,9,5.25,1.71,2.8,0.0558205391529836,1.25,3.9,speech
will,adjust,8,4.55,1.76,2.986,0.0752167537711417,1.12,3.8,speech
will,close,3,1.4,2.14,5.586,0.12622920181345337,0.9,2.67,speech
will,ensure,3,1.4,2.14,5.586,0.12622920181345337,0.9,2.67,speech
will,mention,3,1.4,2.14,5.586,0.12622920181345337,0.9,2.67,speech
will,proceed,3,1.4,2.14,5.586,0.12622920181345337,0.9,2.67,speech
will,seek,3,1.4,2.14,5.586,0.12622920181345337,0.9,2.67,speech
will,start,9,5.95,1.51,2.099,0.1311335931000563,0.88,2.3,speech
will,get,5,2.8,1.79,3.106,0.13746548181976587,0.86,2.51,speech
will,persist,5,2.8,1.79,3.106,0.13746548181976587,0.86,2.51,speech
will,keep,8,5.25,1.52,2.131,0.17399843879691876,0.76,2.11,speech
will,feel,4,2.1,1.91,3.725,0.19242509862359433,0.72,2.49,speech
will,include,6,3.85,1.56,2.236,0.2085053630359026,0.68,1.76,speech
will,be+important,5,3.15,1.59,2.328,0.2921398117292669,0.53,1.59,speech
will,aim,3,1.75,1.71,2.792,0.35080250072132885,0.45,1.3,speech
will,differ,3,1.75,1.71,2.792,0.35080250072132885,0.45,1.3,speech
will,emphasize,3,1.75,1.71,2.792,0.35080250072132885,0.45,1.3,speech
will,guide,3,1.75,1.71,2.792,0.35080250072132885,0.45,1.3,speech
will,try,3,1.75,1.71,2.792,0.35080250072132885,0.45,1.3,speech
will,achieve,6,4.55,1.32,1.596,0.3963920227236406,0.4,0.69,speech
will,respond,6,4.55,1.32,1.596,0.3963920227236406,0.4,0.69,speech
will,give,3,2.1,1.43,1.86,0.42791806087654416,0.37,0.57,speech
will,spend,3,2.1,1.43,1.86,0.42791806087654416,0.37,0.57,speech
will,benefit,7,5.6,1.25,1.448,0.4446515636562808,0.35,0.53,speech
will,come,10,8.4,1.19,1.33,0.5224338602332397,0.28,0.46,speech
will,prove,6,4.9,1.22,1.396,0.5791927813043152,0.24,0.37,speech
will,tend,6,4.9,1.22,1.396,0.5791927813043152,0.24,0.37,speech
will,become,7,5.95,1.18,1.302,0.6151621751509462,0.21,0.28,speech
will,consider,9,8.05,1.12,1.196,0.6663241397015998,0.18,0.17,speech
will,be+sufficient,3,2.45,1.22,1.395,0.7012043155309767,0.15,0.19,speech
will,deliver,3,2.45,1.22,1.395,0.7012043155309767,0.15,0.19,speech
will,end,3,2.45,1.22,1.395,0.7012043155309767,0.15,0.19,speech
will,pay,3,2.45,1.22,1.395,0.7012043155309767,0.15,0.19,speech
will,receive,3,2.45,1.22,1.395,0.7012043155309767,0.15,0.19,speech
will,tell,3,2.45,1.22,1.395,0.7012043155309767,0.15,0.19,speech
will,want,3,2.45,1.22,1.395,0.7012043155309767,0.15,0.19,speech
will,promote,4,3.15,1.27,1.488,0.7280182180526323,0.14,0.34,speech
will,leave,4,3.5,1.14,1.24,0.7474121652583867,0.13,0.11,speech
will,require,15,13.64,1.1,1.163,0.7359263310643269,0.13,0.21,speech
will,be+able,6,5.6,1.07,1.115,0.7987840121993413,0.1,0.04,speech
will,put,6,5.6,1.07,1.115,0.7987840121993413,0.1,0.04,speech
will,support,7,6.65,1.05,1.084,0.8151011668230349,0.09,0.03,speech
will,rise,9,8.4,1.07,1.116,0.8312529044700652,0.08,0.07,speech
will,make,14,13.3,1.05,1.085,0.8645737446750306,0.06,0.06,speech
will,allow,4,4.55,0.88,0.825,1.0,0.0,0.1,speech
will,ask,3,3.15,0.95,0.929,1.0,0.0,0.01,speech
will,be+effective,3,3.15,0.95,0.929,1.0,0.0,0.01,speech
will,bring,5,4.9,1.02,1.032,1.0,-0.0,0.0,speech
will,expand,3,3.15,0.95,0.929,1.0,0.0,0.01,speech
will,explain,6,5.95,1.01,1.014,1.0,-0.0,0.0,speech
will,face,5,5.25,0.95,0.929,1.0,0.0,0.02,speech
will,fall,5,4.9,1.02,1.032,1.0,-0.0,0.0,speech
will,learn,4,4.2,0.95,0.929,1.0,0.0,0.01,speech
will,look,5,5.25,0.95,0.929,1.0,0.0,0.02,speech
will,occur,3,3.5,0.86,0.796,1.0,0.0,0.11,speech
will,go,4,4.9,0.82,0.742,0.7817904479691231,-0.11,0.26,speech
will,know,3,3.85,0.78,0.696,0.7568742774548844,-0.12,0.3,speech
will,have,22,24.49,0.9,0.849,0.6130274232351156,-0.21,0.4,speech
will,result,4,5.6,0.71,0.618,0.6001977193934345,-0.22,0.74,speech
will,say,4,5.25,0.76,0.675,0.5963466875329203,-0.22,0.48,speech
will,work,3,4.55,0.66,0.556,0.5616292419876088,-0.25,0.87,speech
will,change,6,7.7,0.78,0.695,0.5093246147403212,-0.29,0.6,speech
will,warrant,4,5.95,0.67,0.57,0.44648125360688573,-0.35,1.05,speech
will,decline,3,4.9,0.61,0.506,0.4031460784554611,-0.39,1.23,speech
will,note,3,4.9,0.61,0.506,0.4031460784554611,-0.39,1.23,speech
will,provide,6,8.4,0.71,0.618,0.392258759980377,-0.41,1.12,speech
will,reduce,4,6.3,0.64,0.529,0.32646564805568695,-0.49,1.4,speech
will,play,4,6.65,0.6,0.494,0.23627536805464225,-0.63,1.77,speech
will,do,15,20.29,0.74,0.644,0.16536940554847102,-0.78,2.27,speech
will,reflect,5,8.75,0.57,0.462,0.14167958621960972,-0.85,2.72,speech
will,be,3,6.3,0.48,0.37,0.13697393783987777,-0.86,3.01,speech
will,help,21,27.64,0.76,0.667,0.12179531083298428,-0.91,2.62,speech
will,hold,3,6.65,0.45,0.347,0.0929988921282183,-1.03,3.52,speech
will,improve,3,6.65,0.45,0.347,0.0929988921282183,-1.03,3.52,speech
will,see,4,8.75,0.46,0.352,0.05664316754730801,-1.25,4.53,speech
will,affect,4,10.5,0.38,0.284,0.011681521134396428,-1.93,7.28,speech
